submitted_at,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,O,C,E,A,N,arquetipo,edad,genero,estado,municipio
20/07/2026 12:52:24,3,3,4,2,5,4,5,3,4,4,5,1,3,3,3,3,3,3,3,3,3.5,4.25,4.5,3.0,3.0,El Líder Directo,27,Masculino,Guanajuato,Irapuato
20/07/2026 15:20:36,3,3,3,2,5,5,5,1,2,3,2,3,5,5,4,2,3,3,2,3,3.25,5.0,2.5,4.5,2.75,El Arquitecto Silencioso,29,Femenino,Guanajuato,San Miguel de Allende
13/07/2026 19:51:00,4,4,4,2,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,3,4.0,3.0,3.25,2.75,3.5,El Crítico Creativo,26,Otro,Guanajuato,Leon
31/07/2026 06:04:59,4,4,4,2,3,3,3,2,5,5,5,1,3,3,3,3,2,2,2,4,4.0,3.25,5.0,3.0,2.0,El Carismático Estable,29,Masculino,Guanajuato,San Miguel de Allende
12/07/2026 13:58:15,4,3,4,2,2,2,2,4,4,4,4,2,4,4,4,1,3,2,3,4,3.75,2.0,4.0,4.25,2.5,El Buen Corazón Distraído,31,Femenino,Guanajuato,Salamanca
09/07/2026 12:07:01,2,3,3,2,3,4,3,4,4,3,4,2,3,4,4,4,4,4,4,2,3.0,3.0,3.75,3.25,4.0,El Preocupado Metódico,22,Masculino,Guanajuato,Salamanca
06/07/2026 16:14:37,3,2,2,4,3,3,3,3,3,4,3,2,3,3,3,3,5,4,5,1,2.25,3.0,3.5,3.0,4.75,El Preocupado Metódico,27,Masculino,Guanajuato,Dolores Hidalgo
26/07/2026 16:48:44,3,4,3,3,4,3,3,2,2,1,1,4,2,3,3,2,2,2,2,4,3.25,3.5,1.5,3.0,2.0,El Arquitecto Silencioso,25,Femenino,Guanajuato,Dolores Hidalgo
31/07/2026 18:32:45,3,4,4,3,4,4,4,2,5,4,5,1,4,4,4,3,3,2,3,4,3.5,4.0,4.75,3.75,2.5,El Carismático Estable,34,Femenino,Guanajuato,San Luis de la Paz
04/08/2026 11:27:50,3,3,3,2,5,5,4,2,2,2,3,3,3,3,3,3,2,3,3,3,3.25,4.5,2.5,3.0,2.75,El Arquitecto Silencioso,25,Masculino,Guanajuato,Irapuato
26/07/2026 05:23:03,4,3,3,3,3,3,3,3,5,5,5,2,5,4,4,1,2,2,2,4,3.25,3.0,4.75,4.5,2.0,El Carismático Estable,20,Femenino,Guanajuato,Silao
23/07/2026 00:38:19,4,5,5,1,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,4.75,2.75,3.25,3.0,3.25,El Explorador Distraído,23,Masculino,Guanajuato,Salamanca
10/07/2026 16:43:18,4,4,4,1,2,2,2,3,3,3,4,2,4,3,4,4,3,3,3,3,4.25,2.25,3.5,3.25,3.0,El Explorador Distraído,20,Femenino,Guanajuato,San Luis de la Paz
07/07/2026 21:36:19,3,3,4,3,3,2,2,3,5,5,4,1,4,4,4,1,2,1,2,4,3.25,2.5,4.75,4.25,1.75,El Carismático Estable,19,Masculino,Ciudad de Mexico,N/A
17/07/2026 19:43:47,3,3,3,2,2,3,4,3,3,3,2,2,2,3,3,3,5,4,4,2,3.25,3.0,3.0,2.75,4.25,El Escéptico Emocional,18,Femenino,Guanajuato,Silao
09/07/2026 08:55:18,5,5,5,1,3,2,2,3,4,4,3,2,4,4,4,1,2,3,3,3,5.0,2.5,3.75,4.25,2.75,El Explorador Distraído,19,Masculino,Guanajuato,Leon
21/07/2026 01:56:43,3,3,4,3,3,3,3,4,3,3,2,3,4,4,4,2,4,4,3,2,3.25,2.75,2.75,4.0,3.75,El Buen Corazón Distraído,29,Femenino,Guanajuato,Celaya
01/08/2026 08:31:45,3,3,3,3,3,3,3,2,4,4,4,2,4,3,3,2,2,3,2,5,3.0,3.25,4.0,3.5,2.0,El Carismático Estable,29,Masculino,Estado de Mexico,N/A
02/08/2026 09:35:38,4,3,3,4,5,4,5,3,2,2,2,2,3,2,4,2,2,2,2,4,3.0,4.25,2.5,3.25,2.0,El Ejecutor Imparable,20,Masculino,Ciudad de Mexico,N/A
27/07/2026 10:31:57,3,3,3,3,3,3,4,1,4,4,3,3,5,5,5,1,3,4,3,3,3.0,3.75,3.5,5.0,3.25,El Guardián Leal,27,Prefiero no decir,Jalisco,N/A
07/07/2026 20:52:45,3,4,4,4,3,2,4,3,3,3,4,3,5,5,4,2,3,3,3,4,3.25,3.0,3.25,4.5,2.75,El Ancla Emocional,18,Femenino,Guanajuato,Silao
28/07/2026 20:12:58,4,4,4,3,3,3,2,3,4,4,4,2,2,3,3,3,4,4,5,3,3.75,2.75,4.0,2.75,4.0,El Sensible Espontáneo,21,Masculino,Guanajuato,Irapuato
13/07/2026 14:31:38,3,3,3,3,4,5,4,3,1,1,2,4,3,4,4,4,2,2,2,3,3.0,4.0,1.5,3.25,2.25,El Arquitecto Silencioso,25,Femenino,Guanajuato,San Miguel de Allende
21/07/2026 11:58:17,2,2,3,3,3,3,3,3,2,2,2,3,4,4,5,2,3,3,3,2,2.5,3.0,2.25,4.25,3.25,El Empático Reservado,26,Femenino,Queretaro,N/A
07/07/2026 14:00:41,5,5,5,2,1,1,1,5,3,3,3,2,3,3,3,3,2,2,2,3,4.75,1.0,3.25,3.0,2.25,El Explorador Distraído,22,Femenino,Queretaro,N/A
10/07/2026 21:22:31,4,4,3,1,3,3,2,4,4,4,4,3,4,4,4,1,5,4,5,1,4.0,2.5,3.75,4.25,4.75,El Sensible Espontáneo,24,Masculino,Guanajuato,Silao
31/07/2026 17:34:28,4,5,5,1,3,3,3,4,4,4,4,1,4,3,3,2,2,2,3,4,4.75,2.75,4.25,3.5,2.25,El Visionario Sereno,26,Masculino,Guanajuato,Celaya
16/07/2026 20:47:50,2,3,3,3,4,5,4,1,3,2,3,4,3,3,3,1,1,1,1,4,2.75,4.5,2.5,3.5,1.25,El Ejecutor Imparable,28,Femenino,Guanajuato,Dolores Hidalgo
08/07/2026 05:35:24,3,3,3,4,4,5,5,2,3,3,3,3,5,5,4,2,3,3,2,4,2.75,4.5,3.0,4.5,2.5,El Ancla Emocional,24,Femenino,Guanajuato,Dolores Hidalgo
20/07/2026 12:53:27,2,2,2,3,3,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,2.25,3.25,3.25,3.0,3.75,El Preocupado Metódico,33,Masculino,Guanajuato,Leon
14/07/2026 07:06:27,3,3,4,3,4,4,4,2,2,2,2,4,4,4,4,5,2,2,2,4,3.25,4.0,2.0,3.25,2.0,El Arquitecto Silencioso,30,Femenino,Guanajuato,San Luis de la Paz
19/07/2026 12:21:37,3,3,2,3,4,4,4,3,3,4,4,2,4,4,4,3,4,4,5,2,2.75,3.75,3.75,3.75,4.25,El Preocupado Metódico,18,Femenino,Guanajuato,Salamanca
30/07/2026 13:28:51,4,3,3,2,2,2,2,3,3,3,3,1,4,3,4,2,2,2,3,2,3.5,2.25,3.5,3.75,2.75,El Buen Corazón Distraído,18,Masculino,Guanajuato,Irapuato
10/07/2026 11:53:12,3,3,3,3,5,5,5,1,3,2,3,3,3,3,3,3,3,3,3,3,3.0,5.0,2.75,3.0,3.0,El Arquitecto Silencioso,27,Masculino,Guanajuato,Irapuato
12/07/2026 20:53:37,5,4,4,2,3,3,3,2,4,4,4,2,4,4,4,1,3,3,2,4,4.25,3.25,4.0,4.25,2.5,El Ancla Emocional,29,Masculino,Queretaro,N/A
23/07/2026 11:58:00,3,3,3,2,4,4,4,1,4,4,4,1,3,5,4,2,2,1,2,2,3.25,4.25,4.25,4.0,2.25,El Carismático Estable,27,Femenino,Guanajuato,Valle de Santiago
23/07/2026 22:12:32,2,2,2,4,4,4,4,2,3,4,4,4,4,5,5,1,3,4,3,2,2.0,4.0,3.25,4.75,3.5,El Guardián Leal,21,Masculino,Guanajuato,Dolores Hidalgo
26/07/2026 08:30:04,4,4,4,2,2,2,2,4,4,4,4,3,3,3,3,2,3,3,2,5,4.0,2.0,3.75,3.25,2.25,El Explorador Distraído,18,Femenino,Guanajuato,Valle de Santiago
10/07/2026 01:14:51,3,3,4,3,3,3,2,3,2,2,2,5,3,3,3,2,4,4,4,2,3.25,2.75,1.75,3.25,4.0,El Introspectivo Profundo,28,Femenino,Guanajuato,Guanajuato
23/07/2026 09:21:14,2,2,1,4,3,4,3,5,3,3,3,2,3,3,4,2,3,2,2,2,1.75,2.75,3.25,3.5,2.75,El Guardián Leal,25,Masculino,Guanajuato,Dolores Hidalgo
11/07/2026 21:44:01,5,4,5,1,4,3,3,3,4,5,5,2,5,4,4,1,2,2,1,4,4.75,3.25,4.5,4.5,1.75,El Visionario Sereno,21,Masculino,Guanajuato,Valle de Santiago
14/07/2026 13:19:41,3,3,3,3,4,4,4,2,1,2,1,5,2,3,3,1,3,3,3,5,3.0,4.0,1.25,3.25,2.5,El Arquitecto Silencioso,20,Otro,Estado de Mexico,N/A
01/08/2026 14:24:03,3,3,3,2,5,4,4,2,2,1,2,5,4,4,4,2,3,3,3,4,3.25,4.25,1.5,4.0,2.75,El Arquitecto Silencioso,27,Femenino,Guanajuato,Guanajuato
15/07/2026 20:37:37,4,5,4,2,2,1,1,5,3,4,4,1,3,4,4,2,3,3,3,3,4.25,1.25,4.0,3.75,3.0,El Explorador Distraído,21,Femenino,Guanajuato,San Luis de la Paz
03/08/2026 14:42:39,3,3,3,2,2,2,1,3,4,4,4,3,4,4,4,3,3,3,3,3,3.25,2.0,3.75,3.75,3.0,El Buen Corazón Distraído,30,Masculino,Guanajuato,San Luis de la Paz
11/07/2026 11:59:08,3,3,3,3,4,4,4,3,2,3,2,4,5,5,4,3,1,2,1,5,3.0,3.75,2.25,4.25,1.25,El Ancla Emocional,22,Masculino,Guanajuato,Valle de Santiago
30/07/2026 06:59:59,5,4,4,1,4,3,3,4,4,4,4,3,3,3,3,4,2,3,2,3,4.5,3.0,3.75,2.75,2.5,El Visionario Sereno,26,Masculino,Guanajuato,San Luis de la Paz
27/07/2026 05:20:32,2,2,2,4,4,4,4,3,3,3,3,3,3,3,4,2,4,3,3,5,2.0,3.75,3.0,3.5,2.75,El Guardián del Método,18,Masculino,Guanajuato,Irapuato
01/08/2026 05:47:39,5,5,5,2,3,3,3,2,4,4,4,3,3,3,3,3,4,3,3,2,4.75,3.25,3.75,3.0,3.5,El Crítico Creativo,18,Femenino,Guanajuato,Irapuato
10/07/2026 00:40:16,3,4,3,3,3,3,3,2,2,3,3,4,3,4,3,3,5,5,4,2,3.25,3.25,2.5,3.25,4.5,El Introspectivo Profundo,18,Masculino,Guanajuato,Silao
14/07/2026 09:32:34,2,2,3,3,4,4,4,4,4,5,4,1,5,4,4,1,2,2,1,4,2.5,3.5,4.5,4.5,1.75,El Ancla Emocional,27,Femenino,Queretaro,N/A
12/07/2026 01:20:12,4,4,3,1,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,2,4.0,3.25,3.0,3.0,4.0,El Introspectivo Profundo,36,Masculino,Queretaro,N/A
02/08/2026 09:13:39,2,2,2,4,5,5,4,1,2,2,2,4,4,4,4,1,2,3,2,2,2.0,4.75,2.0,4.25,2.75,El Guardián del Método,34,Masculino,Guanajuato,San Luis de la Paz
20/07/2026 22:54:52,2,2,3,3,3,4,3,3,5,4,4,3,5,4,4,3,3,3,3,4,2.5,3.25,4.0,4.0,2.75,El Guardián Leal,24,Femenino,Guanajuato,Celaya
14/07/2026 00:31:56,4,3,3,3,4,3,4,3,4,5,5,1,5,4,5,2,2,2,2,4,3.25,3.5,4.75,4.5,2.0,El Carismático Estable,28,Femenino,Ciudad de Mexico,N/A
21/07/2026 03:39:16,5,5,5,2,3,3,4,4,3,4,5,1,3,3,3,3,3,4,3,3,4.75,3.0,4.25,3.0,3.25,El Explorador Distraído,35,Masculino,Guanajuato,Guanajuato
23/07/2026 05:34:49,3,3,4,2,1,1,1,5,3,3,3,4,3,2,3,5,4,4,4,1,3.5,1.0,2.75,2.25,4.25,El Sensible Espontáneo,18,Otro,Jalisco,N/A
06/07/2026 02:38:09,3,2,2,4,4,4,4,3,3,2,3,3,3,3,2,2,3,3,4,4,2.25,3.75,2.75,3.0,3.0,El Guardián del Método,26,Masculino,Estado de Mexico,N/A
03/08/2026 12:51:02,3,3,3,3,2,3,2,3,4,4,4,3,3,3,4,3,5,4,4,1,3.0,2.5,3.75,3.25,4.5,El Sensible Espontáneo,29,Femenino,Guanajuato,Irapuato
17/07/2026 14:13:42,4,4,3,1,3,3,3,2,5,4,4,3,4,5,4,2,1,2,2,4,4.0,3.25,4.0,4.25,1.75,El Ancla Emocional,22,Femenino,Guanajuato,Leon
01/08/2026 02:43:02,4,5,4,2,3,3,3,3,4,4,4,2,4,4,4,4,1,1,2,3,4.25,3.0,4.0,3.5,1.75,El Visionario Sereno,21,Femenino,Guanajuato,Leon
08/07/2026 11:42:21,3,3,3,2,3,3,3,3,2,2,3,4,4,4,3,1,5,5,5,1,3.25,3.0,2.25,4.0,5.0,El Introspectivo Profundo,30,Masculino,Guanajuato,Leon
07/07/2026 11:23:43,5,4,4,3,2,2,1,5,4,3,4,2,3,3,3,5,3,3,3,3,4.0,1.5,3.75,2.5,3.0,El Explorador Distraído,20,Otro,Guanajuato,Irapuato
08/07/2026 05:52:49,3,3,3,4,5,4,4,3,3,2,2,3,3,4,3,3,2,3,2,4,2.75,4.0,2.5,3.25,2.25,El Ejecutor Imparable,23,Masculino,Guanajuato,Leon
24/07/2026 05:04:18,4,3,3,3,3,3,3,4,2,2,3,3,3,2,3,4,4,4,3,2,3.25,2.75,2.5,2.5,3.75,El Introspectivo Profundo,19,Masculino,Ciudad de Mexico,N/A
19/07/2026 13:35:53,4,4,5,3,3,3,2,3,3,3,3,2,4,4,3,2,5,5,5,1,4.0,2.75,3.25,3.75,5.0,El Sensible Espontáneo,24,Masculino,Queretaro,N/A
12/07/2026 09:12:27,4,4,4,2,3,3,3,3,3,3,3,2,3,3,2,3,4,4,4,2,4.0,3.0,3.25,2.75,4.0,El Escéptico Emocional,28,Otro,Guanajuato,Salamanca
03/08/2026 15:53:18,3,4,3,3,5,4,5,2,2,2,2,3,3,3,3,3,3,2,3,3,3.25,4.5,2.25,3.0,2.75,El Arquitecto Silencioso,20,Femenino,Guanajuato,Valle de Santiago
21/07/2026 05:35:35,2,2,3,2,5,5,5,1,2,2,2,3,3,4,4,4,2,2,2,4,2.75,5.0,2.25,3.25,2.0,El Ejecutor Imparable,22,Femenino,Guanajuato,Silao
31/07/2026 03:34:07,4,4,4,2,5,4,5,1,1,2,2,4,3,4,3,2,2,3,2,3,4.0,4.75,1.75,3.5,2.5,El Arquitecto Silencioso,21,Femenino,Guanajuato,Dolores Hidalgo
06/07/2026 03:48:25,2,3,2,3,3,3,3,3,2,3,2,5,5,5,5,2,4,4,4,2,2.5,3.0,2.0,4.75,4.0,El Empático Reservado,20,Masculino,Guanajuato,San Luis de la Paz
12/07/2026 20:22:33,4,4,3,3,4,5,4,1,3,3,3,3,5,5,5,1,4,4,4,1,3.5,4.5,3.0,5.0,4.25,El Empático Reservado,33,Masculino,Queretaro,N/A
08/07/2026 12:42:20,5,4,5,1,3,2,3,4,4,4,4,4,4,4,3,1,3,3,3,3,4.75,2.5,3.5,4.0,3.0,El Explorador Distraído,20,Femenino,Guanajuato,Salamanca
20/07/2026 02:03:03,3,3,4,3,4,4,4,1,5,5,5,1,4,5,4,3,3,3,3,3,3.25,4.25,5.0,4.0,3.0,El Carismático Estable,29,Femenino,Guanajuato,Guanajuato
29/07/2026 05:17:36,3,4,4,3,3,3,3,3,4,4,5,2,4,5,5,2,3,1,2,4,3.5,3.0,4.25,4.5,2.0,El Ancla Emocional,26,Masculino,Guanajuato,Guanajuato
26/07/2026 10:05:52,3,2,3,3,5,5,5,1,2,2,2,3,3,3,3,5,3,3,2,3,2.75,5.0,2.25,2.5,2.75,El Arquitecto Silencioso,19,Femenino,Guanajuato,Guanajuato
21/07/2026 03:27:05,3,3,3,4,5,5,5,2,3,2,2,4,5,5,4,2,3,2,3,4,2.75,4.75,2.25,4.5,2.5,El Arquitecto Silencioso,27,Femenino,Ciudad de Mexico,N/A
26/07/2026 22:07:58,5,5,5,1,2,3,2,4,2,1,2,3,3,2,3,3,5,5,5,2,5.0,2.25,2.0,2.75,4.75,El Filósofo de Bolsillo,18,Masculino,Ciudad de Mexico,N/A
29/07/2026 06:23:24,4,3,2,4,3,3,3,2,3,3,3,4,5,5,5,1,2,2,2,3,2.75,3.25,2.75,5.0,2.25,El Ancla Emocional,24,Masculino,Guanajuato,Leon
25/07/2026 20:38:19,5,5,5,1,3,3,3,4,3,4,3,3,4,4,4,1,2,3,2,5,5.0,2.75,3.25,4.25,2.0,El Visionario Sereno,19,Otro,Guanajuato,San Luis de la Paz
07/07/2026 18:45:38,3,3,3,3,3,4,4,2,3,3,3,3,3,4,4,3,4,4,4,3,3.0,3.75,3.0,3.5,3.75,El Preocupado Metódico,22,Masculino,Guanajuato,Guanajuato
09/07/2026 18:28:12,4,4,4,1,1,1,1,3,3,3,3,3,4,4,4,4,3,3,4,3,4.25,1.5,3.0,3.5,3.25,El Explorador Distraído,21,Femenino,Guanajuato,Guanajuato
29/07/2026 08:36:19,3,2,3,3,3,3,3,2,5,4,5,1,3,3,4,2,2,1,1,5,2.75,3.25,4.75,3.5,1.25,El Carismático Estable,20,Otro,Queretaro,N/A
21/07/2026 18:51:39,2,2,2,5,2,4,3,3,4,4,4,3,4,5,5,1,3,3,3,3,1.75,3.0,3.75,4.75,3.0,El Guardián Leal,22,Femenino,Guanajuato,Irapuato
07/07/2026 00:15:22,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,1,3.25,2.75,3.0,3.0,4.25,El Sensible Espontáneo,24,Femenino,Guanajuato,Valle de Santiago
15/07/2026 16:30:21,4,3,3,3,4,4,5,1,2,1,2,5,3,3,2,2,2,2,3,3,3.25,4.5,1.5,3.0,2.5,El Arquitecto Silencioso,19,Femenino,Ciudad de Mexico,N/A
12/07/2026 04:36:20,2,3,3,3,3,2,3,3,3,3,3,3,4,5,5,2,3,3,3,3,2.75,2.75,3.0,4.5,3.0,El Guardián Leal,22,Femenino,Guanajuato,Salamanca
25/07/2026 13:29:20,1,2,2,5,3,3,2,1,3,4,4,2,3,4,4,2,3,3,2,3,1.5,3.25,3.75,3.75,2.75,El Guardián Leal,18,Masculino,Guanajuato,Salamanca
01/08/2026 18:55:13,5,5,5,1,4,3,4,3,4,3,3,2,4,4,3,3,3,3,2,2,5.0,3.5,3.5,3.5,3.0,El Visionario Sereno,27,Masculino,Guanajuato,Leon
13/07/2026 21:37:23,3,3,3,1,3,4,2,3,5,4,4,1,4,4,5,2,2,2,3,4,3.5,3.0,4.5,4.25,2.25,El Carismático Estable,18,Masculino,Guanajuato,Dolores Hidalgo
21/07/2026 11:29:25,3,4,4,3,4,4,4,2,5,5,5,2,4,4,3,1,2,2,2,5,3.5,4.0,4.75,4.0,1.75,El Carismático Estable,21,Femenino,Guanajuato,Leon
01/08/2026 16:02:59,1,1,1,4,4,4,5,2,3,4,3,1,3,2,3,2,2,2,1,3,1.25,4.25,3.75,3.0,2.0,El Guardián del Método,25,Masculino,Guanajuato,Dolores Hidalgo
30/07/2026 15:31:07,2,2,2,1,3,3,4,3,5,5,5,1,3,3,3,2,1,1,1,5,2.75,3.25,5.0,3.25,1.0,El Carismático Estable,22,Femenino,Guanajuato,Silao
01/08/2026 04:22:07,3,3,3,3,5,5,5,1,2,3,3,4,4,3,4,3,2,3,3,3,3.0,5.0,2.5,3.5,2.75,El Arquitecto Silencioso,18,Masculino,Guanajuato,Salamanca
27/07/2026 13:42:54,2,2,2,3,4,3,4,1,2,3,3,4,5,5,5,1,4,3,4,1,2.25,4.0,2.5,5.0,4.0,El Guardián Leal,32,Femenino,Guanajuato,Irapuato
07/07/2026 09:04:57,4,3,4,2,3,3,3,3,4,5,5,2,4,4,4,2,2,2,2,4,3.75,3.0,4.5,4.0,2.0,El Carismático Estable,27,Femenino,Guanajuato,San Miguel de Allende
19/07/2026 00:58:06,5,5,5,2,3,4,3,3,3,3,3,2,5,4,4,2,1,2,1,4,4.75,3.25,3.25,4.25,1.5,El Visionario Sereno,21,Masculino,Guanajuato,Irapuato
08/07/2026 18:31:01,3,3,3,2,3,3,3,4,4,4,4,3,2,2,2,4,4,4,3,2,3.25,2.75,3.75,2.0,3.75,El Escéptico Emocional,24,Femenino,Guanajuato,Salamanca
23/07/2026 14:32:18,4,4,3,3,4,4,3,2,3,3,3,4,5,5,5,1,2,2,3,2,3.5,3.75,2.75,5.0,2.75,El Empático Reservado,19,Femenino,Jalisco,N/A
30/07/2026 09:37:27,4,3,4,2,5,5,5,1,2,2,3,4,4,3,4,3,1,1,1,5,3.75,5.0,2.25,3.5,1.0,El Ejecutor Imparable,19,Masculino,Guanajuato,Dolores Hidalgo
20/07/2026 03:46:34,2,2,2,5,4,4,3,3,2,3,3,1,5,4,5,1,2,4,3,3,1.75,3.5,3.25,4.75,3.0,El Guardián Leal,31,Femenino,Guanajuato,Dolores Hidalgo
10/07/2026 08:55:32,3,3,3,3,4,3,3,1,3,3,3,3,5,5,5,2,3,3,3,2,3.0,3.75,3.0,4.75,3.25,El Guardián Leal,26,Femenino,Guanajuato,San Luis de la Paz
21/07/2026 05:36:19,3,3,3,2,4,4,3,3,3,2,3,4,4,4,3,1,3,3,3,5,3.25,3.5,2.5,4.0,2.5,El Empático Reservado,31,Masculino,Guanajuato,San Miguel de Allende
30/07/2026 22:02:58,3,3,3,3,2,3,2,3,4,4,4,2,2,3,3,3,4,3,4,2,3.0,2.5,4.0,2.75,3.75,El Improvisador de Oficio,20,Masculino,Queretaro,N/A
16/07/2026 07:07:34,2,2,2,4,5,5,5,2,3,3,3,4,4,4,4,1,3,3,4,3,2.0,4.75,2.75,4.25,3.25,El Guardián del Método,30,Otro,Guanajuato,San Luis de la Paz
03/08/2026 23:18:37,3,3,4,2,4,4,5,2,5,4,4,1,4,3,3,4,2,2,3,5,3.5,4.25,4.5,3.0,2.0,El Carismático Estable,27,Femenino,Guanajuato,Leon
16/07/2026 12:00:53,4,3,3,2,4,5,4,2,3,3,2,4,4,3,4,3,3,3,3,4,3.5,4.25,2.5,3.5,2.75,El Arquitecto Silencioso,30,Masculino,Guanajuato,San Luis de la Paz
22/07/2026 11:40:36,5,4,4,2,2,1,1,4,3,3,4,3,2,3,3,2,5,5,5,1,4.25,1.5,3.25,3.0,5.0,El Sensible Espontáneo,27,Masculino,Guanajuato,Guanajuato
18/07/2026 22:07:55,4,4,4,2,3,3,4,3,5,4,5,2,4,4,4,2,3,2,2,3,4.0,3.25,4.5,4.0,2.5,El Carismático Estable,18,Femenino,Guanajuato,San Luis de la Paz
12/07/2026 09:08:10,5,5,4,4,2,3,3,3,4,4,3,3,3,3,2,3,3,3,3,4,4.0,2.75,3.5,2.75,2.75,El Explorador Distraído,32,Masculino,Guanajuato,Silao
07/07/2026 12:37:36,4,4,4,2,5,5,5,2,1,1,1,5,4,4,3,2,2,2,2,4,4.0,4.75,1.0,3.75,2.0,El Arquitecto Silencioso,35,Prefiero no decir,Guanajuato,Valle de Santiago
31/07/2026 07:12:34,4,4,4,2,3,3,3,4,3,2,2,3,4,4,4,3,4,5,5,2,4.0,2.75,2.5,3.75,4.5,El Introspectivo Profundo,33,Femenino,Guanajuato,Leon
23/07/2026 19:27:40,5,5,4,1,4,4,4,1,4,5,5,1,4,4,3,2,2,2,2,3,4.75,4.25,4.75,3.75,2.25,El Carismático Estable,20,Masculino,Guanajuato,Guanajuato
21/07/2026 19:59:49,3,4,4,2,4,5,5,3,4,5,4,3,4,4,4,1,2,2,1,4,3.75,4.25,4.0,4.25,1.75,El Ancla Emocional,19,Femenino,Guanajuato,San Luis de la Paz
24/07/2026 17:42:40,2,2,3,4,4,3,3,3,3,3,3,3,5,5,5,2,3,3,3,4,2.25,3.25,3.0,4.75,2.75,El Guardián Leal,31,Femenino,Guanajuato,Dolores Hidalgo
02/08/2026 17:04:26,3,3,3,2,4,3,4,3,3,3,3,3,4,5,5,1,3,3,2,3,3.25,3.5,3.0,4.75,2.75,El Ancla Emocional,23,Masculino,Guanajuato,Celaya
16/07/2026 20:32:56,4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,2,2,2,2,5,4.0,3.0,3.5,4.0,1.75,El Ancla Emocional,21,Masculino,Guanajuato,Leon
16/07/2026 04:29:13,1,2,2,4,3,2,2,3,3,3,3,4,4,3,4,1,3,2,2,4,1.75,2.5,2.75,4.0,2.25,El Guardián Leal,26,Femenino,Guanajuato,Irapuato
03/08/2026 00:45:10,3,2,2,4,2,2,2,4,3,3,3,3,2,3,3,4,4,4,4,1,2.25,2.0,3.0,2.5,4.25,El Sensible Espontáneo,24,Masculino,Guanajuato,Irapuato
22/07/2026 20:39:58,4,3,4,2,3,3,3,3,2,2,2,5,3,3,3,3,5,4,5,1,3.75,3.0,1.75,3.0,4.75,El Introspectivo Profundo,25,Otro,Guanajuato,San Miguel de Allende
23/07/2026 09:45:17,4,3,3,3,3,4,4,3,4,4,4,3,5,5,5,1,3,2,3,2,3.25,3.5,3.75,5.0,3.0,El Ancla Emocional,21,Femenino,Ciudad de Mexico,N/A
22/07/2026 23:45:39,5,4,4,1,1,1,1,5,4,3,4,3,3,3,3,4,2,2,3,4,4.5,1.0,3.5,2.75,2.25,El Explorador Distraído,21,Femenino,Guanajuato,San Miguel de Allende
15/07/2026 12:28:37,5,4,5,1,3,3,3,2,3,4,4,3,2,3,3,3,3,4,4,2,4.75,3.25,3.5,2.75,3.75,El Crítico Creativo,24,Masculino,Guanajuato,San Miguel de Allende
03/08/2026 17:00:47,4,4,4,2,3,3,3,3,3,3,3,2,4,4,4,2,4,3,3,2,4.0,3.0,3.25,4.0,3.5,El Buen Corazón Distraído,22,Femenino,Queretaro,N/A
27/07/2026 01:09:25,3,3,3,3,3,4,4,2,4,3,4,3,4,5,4,3,2,2,1,4,3.0,3.75,3.5,4.0,1.75,El Ancla Emocional,18,Femenino,Guanajuato,Silao
08/07/2026 18:09:39,4,3,2,5,4,5,4,3,2,1,1,4,3,3,4,2,3,4,3,2,2.5,4.0,1.5,3.5,3.5,El Arquitecto Silencioso,20,Femenino,Guanajuato,Silao
01/08/2026 14:11:16,4,5,4,2,2,2,3,4,4,5,5,3,2,2,2,4,4,3,3,2,4.25,2.25,4.25,2.0,3.5,El Líder Directo,18,Otro,Guanajuato,Dolores Hidalgo
05/07/2026 22:17:35,5,4,4,2,2,3,2,3,3,2,2,4,2,3,3,2,4,4,4,3,4.25,2.5,2.25,3.0,3.75,El Filósofo de Bolsillo,24,Masculino,Queretaro,N/A
02/08/2026 12:56:53,3,4,3,4,3,3,3,4,4,4,4,2,4,5,5,1,3,3,3,4,3.0,2.75,4.0,4.75,2.75,El Buen Corazón Distraído,21,Femenino,Guanajuato,San Miguel de Allende
09/07/2026 18:02:09,3,4,4,1,1,2,1,4,4,3,4,2,3,3,3,3,2,3,2,3,4.0,1.5,3.75,3.0,2.5,El Explorador Distraído,23,Femenino,Queretaro,N/A
16/07/2026 09:17:36,3,3,4,3,2,3,2,4,3,3,3,3,3,4,3,2,5,4,4,2,3.25,2.25,3.0,3.5,4.25,El Sensible Espontáneo,23,Masculino,Jalisco,N/A
26/07/2026 16:02:29,4,4,3,2,5,4,5,1,2,2,2,4,4,4,4,1,3,3,3,4,3.75,4.75,2.0,4.25,2.75,El Arquitecto Silencioso,22,Masculino,Guanajuato,San Miguel de Allende
02/08/2026 01:57:45,5,5,5,1,2,2,3,2,3,4,4,3,3,3,4,3,3,3,3,3,5.0,2.75,3.5,3.25,3.0,El Explorador Distraído,26,Femenino,Guanajuato,San Luis de la Paz
